date,home_team,away_team,home_goals,away_goals,league,season,matchday,result
2011-09-03,IF Limhamn Bunkeflo,Husqvarna FF,3,2,SE3S,2011,19,H
2011-09-03,Örgryte IS,Varbergs BoIS,4,1,SE3S,2011,19,H
2011-09-04,FC Trollhättan,Lunds BK,2,1,SE3S,2011,19,H
2011-09-04,Norrby IF,FC Rosengård,0,2,SE3S,2011,19,A
2011-09-04,IK Sleipner,Skövde AIK,0,0,SE3S,2011,19,D
2011-09-10,FC Rosengård,Örgryte IS,1,4,SE3S,2011,20,A
2011-09-10,Husqvarna FF,IK Sleipner,1,2,SE3S,2011,20,A
2011-09-10,Varbergs BoIS,IF Limhamn Bunkeflo,0,3,SE3S,2011,20,A
2011-09-11,Lunds BK,Kristianstads FF,1,1,SE3S,2011,20,D
2011-09-11,IF Sylvia,Norrby IF,2,1,SE3S,2011,20,H
2011-09-11,Motala AIF,FC Trollhättan,1,0,SE3S,2011,20,H
2011-09-11,Skövde AIK,IK Oddevold,1,2,SE3S,2011,20,A
2011-09-14,Husqvarna FF,FC Rosengård,3,2,SE3S,2011,15,H
2011-09-17,Kristianstads FF,Örgryte IS,3,4,SE3S,2011,21,A
2011-09-18,IF Limhamn Bunkeflo,Motala AIF,4,1,SE3S,2011,21,H
2011-09-18,Husqvarna FF,Skövde AIK,1,0,SE3S,2011,21,H
2011-09-18,IK Sleipner,Lunds BK,3,0,SE3S,2011,21,H
2011-09-18,IK Oddevold,IF Sylvia,1,0,SE3S,2011,21,H
2011-09-18,FC Trollhättan,FC Rosengård,2,2,SE3S,2011,21,D
2011-09-19,Norrby IF,Varbergs BoIS,0,1,SE3S,2011,21,A
2011-09-24,FC Rosengård,Kristianstads FF,0,2,SE3S,2011,22,A
2011-09-24,IF Sylvia,FC Trollhättan,3,2,SE3S,2011,22,H
2011-09-24,Varbergs BoIS,Husqvarna FF,4,0,SE3S,2011,22,H
2011-09-25,Lunds BK,IK Oddevold,0,1,SE3S,2011,22,A
2011-09-25,Skövde AIK,IF Limhamn Bunkeflo,0,0,SE3S,2011,22,D
2011-09-26,Örgryte IS,Norrby IF,1,3,SE3S,2011,22,A
2011-09-26,Motala AIF,IK Sleipner,3,1,SE3S,2011,22,H
2011-09-30,Norrby IF,Lunds BK,0,0,SE3S,2011,23,D
2011-10-01,IK Oddevold,Husqvarna FF,4,0,SE3S,2011,23,H
2011-10-01,Kristianstads FF,Motala AIF,3,3,SE3S,2011,23,D
2011-10-01,FC Rosengård,Varbergs BoIS,1,1,SE3S,2011,23,D
2011-10-02,Örgryte IS,IF Sylvia,4,0,SE3S,2011,23,H
2011-10-02,IK Sleipner,IF Limhamn Bunkeflo,1,1,SE3S,2011,23,D
2011-10-03,FC Trollhättan,Skövde AIK,1,2,SE3S,2011,23,A
2011-10-08,IF Limhamn Bunkeflo,IK Oddevold,0,3,SE3S,2011,24,A
2011-10-08,IF Sylvia,FC Rosengård,0,2,SE3S,2011,24,A
2011-10-09,Lunds BK,Örgryte IS,0,1,SE3S,2011,24,A
2011-10-09,Skövde AIK,Kristianstads FF,2,2,SE3S,2011,24,D
2011-10-09,Husqvarna FF,FC Trollhättan,2,0,SE3S,2011,24,H
2011-10-09,Varbergs BoIS,IK Sleipner,3,1,SE3S,2011,24,H
2011-10-09,Motala AIF,Norrby IF,2,3,SE3S,2011,24,A
2011-10-15,FC Rosengård,Lunds BK,1,3,SE3S,2011,25,A
2011-10-15,IK Oddevold,IK Sleipner,2,0,SE3S,2011,25,H
2011-10-15,Kristianstads FF,Husqvarna FF,2,0,SE3S,2011,25,H
2011-10-15,IF Sylvia,Varbergs BoIS,1,3,SE3S,2011,25,A
2011-10-15,Örgryte IS,Motala AIF,3,0,SE3S,2011,25,H
2011-10-16,FC Trollhättan,IF Limhamn Bunkeflo,2,0,SE3S,2011,25,H
2011-10-16,Norrby IF,Skövde AIK,0,1,SE3S,2011,25,A
2011-10-22,Skövde AIK,Örgryte IS,1,1,SE3S,2011,26,D
2011-10-22,Husqvarna FF,Norrby IF,1,2,SE3S,2011,26,A
2011-10-22,Lunds BK,IF Sylvia,2,3,SE3S,2011,26,A
2011-10-22,Motala AIF,FC Rosengård,2,1,SE3S,2011,26,H
2011-10-22,IF Limhamn Bunkeflo,Kristianstads FF,4,0,SE3S,2011,26,H
2011-10-22,IK Sleipner,FC Trollhättan,2,1,SE3S,2011,26,H
2011-10-22,Varbergs BoIS,IK Oddevold,0,2,SE3S,2011,26,A
2012-04-14,Kristianstads FF,IK Gauthiod,2,0,SE3S,2012,1,H
2012-04-14,Norrby IF,IF Sylvia,2,1,SE3S,2012,1,H
2012-04-14,Utsiktens BK,IF Limhamn Bunkeflo,1,2,SE3S,2012,1,A
2012-04-15,Lunds BK,Qviding FIF,2,0,SE3S,2012,1,H
2012-04-15,FC Trollhättan,Karlstad BK (- 2019),2,2,SE3S,2012,1,D
2012-04-15,IK Sleipner,IK Oddevold,2,4,SE3S,2012,1,A
2012-04-16,Örgryte IS,Skövde AIK,2,2,SE3S,2012,1,D
2012-04-21,Karlstad BK (- 2019),Örgryte IS,1,4,SE3S,2012,2,A
2012-04-21,IK Oddevold,Kristianstads FF,0,1,SE3S,2012,2,A
2012-04-21,IK Gauthiod,Norrby IF,3,3,SE3S,2012,2,D
2012-04-21,Skövde AIK,Lunds BK,0,3,SE3S,2012,2,A
2012-04-22,IF Sylvia,Utsiktens BK,2,1,SE3S,2012,2,H
2012-04-22,IF Limhamn Bunkeflo,FC Trollhättan,0,2,SE3S,2012,2,A
2012-04-22,Qviding FIF,IK Sleipner,2,1,SE3S,2012,2,H
2012-04-26,IK Oddevold,IK Gauthiod,2,0,SE3S,2012,3,H
2012-04-27,Utsiktens BK,Norrby IF,2,1,SE3S,2012,3,H
2012-04-28,IK Sleipner,Skövde AIK,1,2,SE3S,2012,3,A
2012-04-28,Kristianstads FF,Qviding FIF,2,0,SE3S,2012,3,H
2012-04-28,Lunds BK,Karlstad BK (- 2019),3,0,SE3S,2012,3,H
2012-04-29,Örgryte IS,IF Limhamn Bunkeflo,1,0,SE3S,2012,3,H
2012-04-29,FC Trollhättan,IF Sylvia,0,3,SE3S,2012,3,A
2012-05-05,IK Gauthiod,Utsiktens BK,2,0,SE3S,2012,4,H
2012-05-05,IF Sylvia,Örgryte IS,2,2,SE3S,2012,4,D
2012-05-05,Karlstad BK (- 2019),IK Sleipner,0,0,SE3S,2012,4,D
2012-05-05,Skövde AIK,Kristianstads FF,2,1,SE3S,2012,4,H
2012-05-06,Qviding FIF,IK Oddevold,2,0,SE3S,2012,4,H
2012-05-07,IF Limhamn Bunkeflo,Lunds BK,0,3,SE3S,2012,4,A
2012-05-08,Norrby IF,FC Trollhättan,0,3,SE3S,2012,4,A
2012-05-12,Qviding FIF,IK Gauthiod,1,0,SE3S,2012,5,H
2012-05-12,IK Sleipner,IF Limhamn Bunkeflo,2,0,SE3S,2012,5,H
2012-05-13,Lunds BK,IF Sylvia,1,0,SE3S,2012,5,H
2012-05-13,Kristianstads FF,Karlstad BK (- 2019),1,0,SE3S,2012,5,H
2012-05-13,Örgryte IS,Norrby IF,3,1,SE3S,2012,5,H
2012-05-13,IK Oddevold,Skövde AIK,1,1,SE3S,2012,5,D
2012-05-14,FC Trollhättan,Utsiktens BK,0,1,SE3S,2012,5,A
2012-05-19,Norrby IF,Lunds BK,2,3,SE3S,2012,6,A
2012-05-19,Skövde AIK,Qviding FIF,2,1,SE3S,2012,6,H
2012-05-20,Utsiktens BK,Örgryte IS,0,2,SE3S,2012,6,A
2012-05-20,Karlstad BK (- 2019),IK Oddevold,0,1,SE3S,2012,6,A
2012-05-21,IF Sylvia,IK Sleipner,2,2,SE3S,2012,6,D
2012-05-21,IF Limhamn Bunkeflo,Kristianstads FF,1,2,SE3S,2012,6,A
2012-05-21,IK Gauthiod,FC Trollhättan,2,1,SE3S,2012,6,H
2012-05-24,Skövde AIK,IK Gauthiod,2,1,SE3S,2012,7,H
2012-05-26,Örgryte IS,FC Trollhättan,1,1,SE3S,2012,7,D
2012-05-26,Qviding FIF,Karlstad BK (- 2019),3,4,SE3S,2012,7,A
2012-05-26,IK Oddevold,IF Limhamn Bunkeflo,2,1,SE3S,2012,7,H
2012-05-27,Lunds BK,Utsiktens BK,1,1,SE3S,2012,7,D
2012-05-27,Kristianstads FF,IF Sylvia,2,2,SE3S,2012,7,D
2012-05-27,IK Sleipner,Norrby IF,1,4,SE3S,2012,7,A
2012-06-02,Utsiktens BK,IK Sleipner,1,1,SE3S,2012,8,D
2012-06-02,IF Limhamn Bunkeflo,Qviding FIF,1,1,SE3S,2012,8,D
2012-06-02,Karlstad BK (- 2019),Skövde AIK,1,1,SE3S,2012,8,D
2012-06-02,IK Gauthiod,Örgryte IS,0,1,SE3S,2012,8,A
2012-06-03,Norrby IF,Kristianstads FF,1,1,SE3S,2012,8,D
2012-06-03,FC Trollhättan,Lunds BK,1,2,SE3S,2012,8,A
2012-06-03,IF Sylvia,IK Oddevold,0,3,SE3S,2012,8,A
2012-06-09,Kristianstads FF,Utsiktens BK,0,1,SE3S,2012,9,A
2012-06-09,Lunds BK,Örgryte IS,2,2,SE3S,2012,9,D
2012-06-09,Karlstad BK (- 2019),IK Gauthiod,2,2,SE3S,2012,9,D
2012-06-09,Skövde AIK,IF Limhamn Bunkeflo,2,2,SE3S,2012,9,D
2012-06-10,IK Oddevold,Norrby IF,3,0,SE3S,2012,9,H
2012-06-10,IK Sleipner,FC Trollhättan,0,1,SE3S,2012,9,A
2012-06-10,Qviding FIF,IF Sylvia,3,1,SE3S,2012,9,H
2012-06-16,Norrby IF,Qviding FIF,2,1,SE3S,2012,10,H
2012-06-16,FC Trollhättan,Kristianstads FF,4,2,SE3S,2012,10,H
2012-06-16,Utsiktens BK,IK Oddevold,3,2,SE3S,2012,10,H
2012-06-16,IF Sylvia,Skövde AIK,1,0,SE3S,2012,10,H
2012-06-17,IF Limhamn Bunkeflo,Karlstad BK (- 2019),3,0,SE3S,2012,10,H
2012-06-17,Örgryte IS,IK Sleipner,6,0,SE3S,2012,10,H
2012-06-17,IK Gauthiod,Lunds BK,2,1,SE3S,2012,10,H
2012-06-21,Skövde AIK,Norrby IF,4,0,SE3S,2012,11,H
2012-06-21,Qviding FIF,Utsiktens BK,1,1,SE3S,2012,11,D
2012-06-24,IF Limhamn Bunkeflo,IK Gauthiod,2,3,SE3S,2012,11,A
2012-06-24,Kristianstads FF,Örgryte IS,0,3,SE3S,2012,11,A
2012-06-24,IK Sleipner,Lunds BK,0,1,SE3S,2012,11,A
2012-06-24,Karlstad BK (- 2019),IF Sylvia,1,2,SE3S,2012,11,A
2012-06-25,IK Oddevold,FC Trollhättan,4,2,SE3S,2012,11,H
2012-06-30,Lunds BK,Kristianstads FF,0,0,SE3S,2012,12,D
2012-06-30,Örgryte IS,IK Oddevold,1,0,SE3S,2012,12,H
2012-06-30,Utsiktens BK,Skövde AIK,2,0,SE3S,2012,12,H
2012-06-30,Norrby IF,Karlstad BK (- 2019),4,2,SE3S,2012,12,H
2012-06-30,IF Sylvia,IF Limhamn Bunkeflo,4,3,SE3S,2012,12,H
2012-06-30,IK Gauthiod,IK Sleipner,4,1,SE3S,2012,12,H
2012-07-01,FC Trollhättan,Qviding FIF,2,0,SE3S,2012,12,H
2012-07-07,Kristianstads FF,IK Sleipner,1,1,SE3S,2012,13,D
2012-07-07,IF Sylvia,IK Gauthiod,2,0,SE3S,2012,13,H
2012-07-07,IF Limhamn Bunkeflo,Norrby IF,1,1,SE3S,2012,13,D
2012-07-07,IK Oddevold,Lunds BK,1,0,SE3S,2012,13,H
2012-07-08,Skövde AIK,FC Trollhättan,3,0,SE3S,2012,13,H
2012-07-08,Karlstad BK (- 2019),Utsiktens BK,2,1,SE3S,2012,13,H
2012-07-08,Qviding FIF,Örgryte IS,1,4,SE3S,2012,13,A
2012-07-14,IK Sleipner,Kristianstads FF,2,1,SE3S,2012,14,H
2012-07-14,Lunds BK,IK Oddevold,0,0,SE3S,2012,14,D
2012-07-14,FC Trollhättan,Skövde AIK,2,2,SE3S,2012,14,D
2012-07-14,Utsiktens BK,Karlstad BK (- 2019),1,2,SE3S,2012,14,A
2012-07-14,Norrby IF,IF Limhamn Bunkeflo,1,1,SE3S,2012,14,D
2012-07-15,Örgryte IS,Qviding FIF,0,1,SE3S,2012,14,A
2012-07-15,IK Gauthiod,IF Sylvia,2,3,SE3S,2012,14,A
2012-08-11,IK Sleipner,IK Gauthiod,2,1,SE3S,2012,15,H
2012-08-11,Karlstad BK (- 2019),Norrby IF,3,2,SE3S,2012,15,H
2012-08-11,Qviding FIF,FC Trollhättan,0,0,SE3S,2012,15,D
2012-08-12,IF Limhamn Bunkeflo,IF Sylvia,3,1,SE3S,2012,15,H
2012-08-12,Skövde AIK,Utsiktens BK,3,1,SE3S,2012,15,H
2012-08-13,Kristianstads FF,Lunds BK,4,1,SE3S,2012,15,H
2012-08-13,IK Oddevold,Örgryte IS,2,2,SE3S,2012,15,D
2012-08-16,Utsiktens BK,Qviding FIF,1,2,SE3S,2012,16,A
2012-08-19,IK Gauthiod,IF Limhamn Bunkeflo,1,2,SE3S,2012,16,A
2012-08-20,FC Trollhättan,IK Oddevold,2,2,SE3S,2012,16,D
2012-08-22,Örgryte IS,Kristianstads FF,1,0,SE3S,2012,16,H
2012-08-22,Norrby IF,Skövde AIK,0,3,SE3S,2012,16,A
2012-08-22,IF Sylvia,Karlstad BK (- 2019),0,3,SE3S,2012,16,A
2012-08-25,Kristianstads FF,FC Trollhättan,1,2,SE3S,2012,17,A
2012-08-25,Lunds BK,IK Gauthiod,5,1,SE3S,2012,17,H
2012-08-25,Karlstad BK (- 2019),IF Limhamn Bunkeflo,2,0,SE3S,2012,17,H
2012-08-26,Qviding FIF,Norrby IF,0,1,SE3S,2012,17,A
2012-08-26,Skövde AIK,IF Sylvia,3,6,SE3S,2012,17,A
2012-08-26,IK Sleipner,Örgryte IS,0,4,SE3S,2012,17,A
2012-08-27,IK Oddevold,Utsiktens BK,2,1,SE3S,2012,17,H
2012-08-29,Lunds BK,IK Sleipner,5,1,SE3S,2012,16,H
2012-09-01,Utsiktens BK,Kristianstads FF,1,1,SE3S,2012,18,D
2012-09-01,IF Sylvia,Qviding FIF,1,3,SE3S,2012,18,A
2012-09-02,IF Limhamn Bunkeflo,Skövde AIK,4,1,SE3S,2012,18,H
2012-09-02,FC Trollhättan,IK Sleipner,5,2,SE3S,2012,18,H
2012-09-02,IK Gauthiod,Karlstad BK (- 2019),1,2,SE3S,2012,18,A
2012-09-03,Örgryte IS,Lunds BK,2,0,SE3S,2012,18,H
2012-09-03,Norrby IF,IK Oddevold,1,2,SE3S,2012,18,A
2012-09-08,Kristianstads FF,Norrby IF,3,0,SE3S,2012,19,H
2012-09-08,Örgryte IS,IK Gauthiod,6,0,SE3S,2012,19,H
2012-09-09,Lunds BK,FC Trollhättan,4,1,SE3S,2012,19,H
2012-09-09,Qviding FIF,IF Limhamn Bunkeflo,1,1,SE3S,2012,19,D
2012-09-09,Skövde AIK,Karlstad BK (- 2019),2,2,SE3S,2012,19,D
2012-09-09,IK Oddevold,IF Sylvia,5,2,SE3S,2012,19,H
2012-09-09,IK Sleipner,Utsiktens BK,1,0,SE3S,2012,19,H
2012-09-15,Norrby IF,IK Sleipner,1,1,SE3S,2012,20,D
2012-09-15,Utsiktens BK,Lunds BK,0,1,SE3S,2012,20,A
2012-09-15,Karlstad BK (- 2019),Qviding FIF,2,2,SE3S,2012,20,D
2012-09-15,IK Gauthiod,Skövde AIK,1,2,SE3S,2012,20,A
2012-09-16,IF Sylvia,Kristianstads FF,0,2,SE3S,2012,20,A
2012-09-16,IF Limhamn Bunkeflo,IK Oddevold,2,3,SE3S,2012,20,A
2012-09-17,FC Trollhättan,Örgryte IS,2,2,SE3S,2012,20,D
2012-09-20,IK Sleipner,IF Sylvia,0,0,SE3S,2012,21,D
2012-09-22,Kristianstads FF,IF Limhamn Bunkeflo,0,0,SE3S,2012,21,D
2012-09-23,Lunds BK,Norrby IF,2,1,SE3S,2012,21,H
2012-09-23,Qviding FIF,Skövde AIK,0,0,SE3S,2012,21,D
2012-09-23,IK Oddevold,Karlstad BK (- 2019),3,2,SE3S,2012,21,H
2012-09-24,FC Trollhättan,IK Gauthiod,3,1,SE3S,2012,21,H
2012-09-25,Örgryte IS,Utsiktens BK,5,1,SE3S,2012,21,H
2012-09-29,Utsiktens BK,FC Trollhättan,3,2,SE3S,2012,22,H
2012-09-29,Karlstad BK (- 2019),Kristianstads FF,1,3,SE3S,2012,22,A
2012-09-29,IK Gauthiod,Qviding FIF,2,1,SE3S,2012,22,H
2012-09-29,Skövde AIK,IK Oddevold,0,2,SE3S,2012,22,A
2012-09-30,IF Sylvia,Lunds BK,1,2,SE3S,2012,22,A
2012-09-30,IF Limhamn Bunkeflo,IK Sleipner,4,3,SE3S,2012,22,H
2012-10-01,Norrby IF,Örgryte IS,0,3,SE3S,2012,22,A
2012-10-06,Kristianstads FF,Skövde AIK,3,1,SE3S,2012,23,H
2012-10-06,IK Oddevold,Qviding FIF,2,1,SE3S,2012,23,H
2012-10-06,Örgryte IS,IF Sylvia,4,0,SE3S,2012,23,H
2012-10-06,Utsiktens BK,IK Gauthiod,2,0,SE3S,2012,23,H
2012-10-07,IK Sleipner,Karlstad BK (- 2019),3,1,SE3S,2012,23,H
2012-10-08,Lunds BK,IF Limhamn Bunkeflo,3,0,SE3S,2012,23,H
2012-10-08,FC Trollhättan,Norrby IF,2,2,SE3S,2012,23,D
2012-10-13,Karlstad BK (- 2019),Lunds BK,0,0,SE3S,2012,24,D
2012-10-13,Qviding FIF,Kristianstads FF,4,0,SE3S,2012,24,H
2012-10-13,IF Limhamn Bunkeflo,Örgryte IS,1,3,SE3S,2012,24,A
2012-10-13,Skövde AIK,IK Sleipner,2,2,SE3S,2012,24,D
2012-10-14,IF Sylvia,FC Trollhättan,1,4,SE3S,2012,24,A
2012-10-15,Norrby IF,Utsiktens BK,1,1,SE3S,2012,24,D
2012-10-17,IK Gauthiod,IK Oddevold,0,1,SE3S,2012,24,A
2012-10-20,Norrby IF,IK Gauthiod,3,2,SE3S,2012,25,H
2012-10-20,Kristianstads FF,IK Oddevold,2,1,SE3S,2012,25,H
2012-10-20,IK Sleipner,Qviding FIF,6,0,SE3S,2012,25,H
2012-10-20,Lunds BK,Skövde AIK,2,1,SE3S,2012,25,H
2012-10-20,Utsiktens BK,IF Sylvia,4,1,SE3S,2012,25,H
2012-10-20,Örgryte IS,Karlstad BK (- 2019),0,0,SE3S,2012,25,D
2012-10-21,FC Trollhättan,IF Limhamn Bunkeflo,1,1,SE3S,2012,25,D
2012-10-27,IF Sylvia,Norrby IF,2,0,SE3S,2012,26,H
2012-10-27,IF Limhamn Bunkeflo,Utsiktens BK,2,1,SE3S,2012,26,H
2012-10-27,Karlstad BK (- 2019),FC Trollhättan,2,2,SE3S,2012,26,D
2012-10-27,Skövde AIK,Örgryte IS,0,1,SE3S,2012,26,A
2012-10-27,Qviding FIF,Lunds BK,0,2,SE3S,2012,26,A
2012-10-27,IK Oddevold,IK Sleipner,1,2,SE3S,2012,26,A
2012-10-27,IK Gauthiod,Kristianstads FF,4,1,SE3S,2012,26,H
2013-04-13,Utsiktens BK,Qviding FIF,1,0,SE3S,2013,1,H
2013-04-13,IK Oddevold,Torslanda IK,1,1,SE3S,2013,1,D
2013-04-14,IF Limhamn Bunkeflo,Skövde AIK,3,0,SE3S,2013,1,H
2013-04-14,Karlstad BK (- 2019),Kristianstads FF,2,4,SE3S,2013,1,A
2013-04-14,IS Halmia,Trelleborgs FF,0,2,SE3S,2013,1,A
2013-04-14,FC Trollhättan,Husqvarna FF,1,3,SE3S,2013,1,A
2013-04-14,IF Sylvia,Lunds BK,2,2,SE3S,2013,1,D
2013-04-20,Torslanda IK,IS Halmia,0,0,SE3S,2013,2,D
2013-04-20,Skövde AIK,Utsiktens BK,0,0,SE3S,2013,2,D
2013-04-20,Husqvarna FF,Karlstad BK (- 2019),4,0,SE3S,2013,2,H
2013-04-20,Qviding FIF,IF Sylvia,0,3,SE3S,2013,2,A
2013-04-21,Kristianstads FF,IK Oddevold,0,0,SE3S,2013,2,D
2013-04-21,Lunds BK,FC Trollhättan,0,0,SE3S,2013,2,D
2013-04-22,Trelleborgs FF,IF Limhamn Bunkeflo,0,1,SE3S,2013,2,A
2013-04-27,Utsiktens BK,Trelleborgs FF,2,0,SE3S,2013,3,H
2013-04-27,IK Oddevold,Husqvarna FF,1,0,SE3S,2013,3,H
2013-04-27,Skövde AIK,Qviding FIF,1,0,SE3S,2013,3,H
2013-04-27,IS Halmia,Kristianstads FF,3,0,SE3S,2013,3,H
2013-04-28,FC Trollhättan,IF Sylvia,1,1,SE3S,2013,3,D
2013-04-28,IF Limhamn Bunkeflo,Torslanda IK,0,3,SE3S,2013,3,A
2013-04-28,Karlstad BK (- 2019),Lunds BK,3,0,SE3S,2013,3,H
2013-05-05,Lunds BK,IK Oddevold,2,2,SE3S,2013,4,D
2013-05-05,IF Sylvia,Karlstad BK (- 2019),2,1,SE3S,2013,4,H
2013-05-05,Kristianstads FF,IF Limhamn Bunkeflo,0,0,SE3S,2013,4,D
2013-05-05,Trelleborgs FF,Skövde AIK,2,2,SE3S,2013,4,D
2013-05-05,Qviding FIF,FC Trollhättan,1,3,SE3S,2013,4,A
2013-05-05,Husqvarna FF,IS Halmia,1,0,SE3S,2013,4,H
2013-05-05,Torslanda IK,Utsiktens BK,1,0,SE3S,2013,4,H
2013-05-09,IF Limhamn Bunkeflo,Husqvarna FF,1,3,SE3S,2013,5,A
2013-05-11,Skövde AIK,Torslanda IK,2,1,SE3S,2013,5,H
2013-05-12,Trelleborgs FF,Qviding FIF,3,0,SE3S,2013,5,H
2013-05-12,Utsiktens BK,Kristianstads FF,1,0,SE3S,2013,5,H
2013-05-12,IK Oddevold,IF Sylvia,2,1,SE3S,2013,5,H
2013-05-13,Karlstad BK (- 2019),FC Trollhättan,0,2,SE3S,2013,5,A
2013-05-13,IS Halmia,Lunds BK,2,1,SE3S,2013,5,H
2013-05-18,IF Sylvia,IS Halmia,0,1,SE3S,2013,6,A
2013-05-18,Kristianstads FF,Skövde AIK,2,0,SE3S,2013,6,H
2013-05-18,Qviding FIF,Karlstad BK (- 2019),1,1,SE3S,2013,6,D
2013-05-18,Torslanda IK,Trelleborgs FF,1,2,SE3S,2013,6,A
2013-05-18,Husqvarna FF,Utsiktens BK,1,0,SE3S,2013,6,H
2013-05-20,FC Trollhättan,IK Oddevold,2,2,SE3S,2013,6,D
2013-05-21,Lunds BK,IF Limhamn Bunkeflo,6,2,SE3S,2013,6,H
2013-05-23,Skövde AIK,Husqvarna FF,0,2,SE3S,2013,7,A
2013-05-25,IF Limhamn Bunkeflo,IF Sylvia,1,2,SE3S,2013,7,A
2013-05-25,IK Oddevold,Karlstad BK (- 2019),0,0,SE3S,2013,7,D
2013-05-25,IS Halmia,FC Trollhättan,2,1,SE3S,2013,7,H
2013-05-25,Torslanda IK,Qviding FIF,1,0,SE3S,2013,7,H
2013-05-26,Utsiktens BK,Lunds BK,3,2,SE3S,2013,7,H
2013-05-27,Trelleborgs FF,Kristianstads FF,2,1,SE3S,2013,7,H
2013-06-01,Qviding FIF,IK Oddevold,1,2,SE3S,2013,8,A
2013-06-01,IF Sylvia,Utsiktens BK,4,3,SE3S,2013,8,H
2013-06-01,FC Trollhättan,IF Limhamn Bunkeflo,0,2,SE3S,2013,8,A
2013-06-01,Husqvarna FF,Trelleborgs FF,0,0,SE3S,2013,8,D
2013-06-02,Lunds BK,Skövde AIK,2,3,SE3S,2013,8,A
2013-06-02,Kristianstads FF,Torslanda IK,0,0,SE3S,2013,8,D
2013-06-02,Karlstad BK (- 2019),IS Halmia,0,1,SE3S,2013,8,A
2013-06-06,Torslanda IK,Husqvarna FF,0,1,SE3S,2013,9,A
2013-06-06,IS Halmia,Utsiktens BK,2,0,SE3S,2013,12,H
2013-06-08,Kristianstads FF,Qviding FIF,0,1,SE3S,2013,9,A
2013-06-08,IF Limhamn Bunkeflo,Karlstad BK (- 2019),0,4,SE3S,2013,9,A
2013-06-09,Skövde AIK,IF Sylvia,0,0,SE3S,2013,9,D
2013-06-10,Utsiktens BK,FC Trollhättan,0,3,SE3S,2013,9,A
2013-06-10,Trelleborgs FF,Lunds BK,0,3,SE3S,2013,9,A
2013-06-10,IS Halmia,IK Oddevold,2,1,SE3S,2013,9,H
2013-06-15,Lunds BK,Torslanda IK,4,1,SE3S,2013,10,H
2013-06-15,Husqvarna FF,Kristianstads FF,1,0,SE3S,2013,10,H
2013-06-15,Qviding FIF,IS Halmia,1,1,SE3S,2013,10,D
2013-06-16,IK Oddevold,IF Limhamn Bunkeflo,2,0,SE3S,2013,10,H
2013-06-16,IF Sylvia,Trelleborgs FF,3,1,SE3S,2013,10,H
2013-06-16,Karlstad BK (- 2019),Utsiktens BK,1,2,SE3S,2013,10,A
2013-06-17,FC Trollhättan,Skövde AIK,1,3,SE3S,2013,10,A
2013-06-20,Kristianstads FF,Lunds BK,1,0,SE3S,2013,11,H
2013-06-20,IF Limhamn Bunkeflo,IS Halmia,0,0,SE3S,2013,11,D
2013-06-23,Torslanda IK,IF Sylvia,1,1,SE3S,2013,11,D
2013-06-23,Trelleborgs FF,FC Trollhättan,5,0,SE3S,2013,11,H
2013-06-23,Husqvarna FF,Qviding FIF,1,0,SE3S,2013,11,H
2013-06-24,Utsiktens BK,IK Oddevold,3,1,SE3S,2013,11,H
2013-06-24,Skövde AIK,Karlstad BK (- 2019),0,0,SE3S,2013,11,D
2013-06-29,Karlstad BK (- 2019),Trelleborgs FF,1,2,SE3S,2013,12,A
2013-06-29,Qviding FIF,IF Limhamn Bunkeflo,1,4,SE3S,2013,12,A
2013-06-30,Lunds BK,Husqvarna FF,1,2,SE3S,2013,12,A
2013-06-30,IF Sylvia,Kristianstads FF,2,1,SE3S,2013,12,H
2013-06-30,IK Oddevold,Skövde AIK,3,0,SE3S,2013,12,H
2013-07-01,FC Trollhättan,Torslanda IK,1,0,SE3S,2013,12,H
2013-07-06,Kristianstads FF,FC Trollhättan,2,3,SE3S,2013,13,A
2013-07-06,Torslanda IK,Karlstad BK (- 2019),3,0,SE3S,2013,13,H
2013-07-07,Lunds BK,Qviding FIF,2,2,SE3S,2013,13,D
2013-07-07,Utsiktens BK,IF Limhamn Bunkeflo,3,3,SE3S,2013,13,D
2013-07-07,Husqvarna FF,IF Sylvia,1,1,SE3S,2013,13,D
2013-07-07,Skövde AIK,IS Halmia,3,2,SE3S,2013,13,H
2013-07-07,Trelleborgs FF,IK Oddevold,0,3,SE3S,2013,13,A
2013-07-13,IF Limhamn Bunkeflo,Utsiktens BK,0,0,SE3S,2013,14,D
2013-07-13,Qviding FIF,Lunds BK,4,3,SE3S,2013,14,H
2013-07-14,FC Trollhättan,Kristianstads FF,3,1,SE3S,2013,14,H
2013-07-14,IK Oddevold,Trelleborgs FF,0,1,SE3S,2013,14,A
2013-07-14,Karlstad BK (- 2019),Torslanda IK,0,3,SE3S,2013,14,A
2013-07-14,IF Sylvia,Husqvarna FF,1,1,SE3S,2013,14,D
2013-07-20,IF Limhamn Bunkeflo,Qviding FIF,2,3,SE3S,2013,15,A
2013-07-20,Skövde AIK,IK Oddevold,0,3,SE3S,2013,15,A
2013-07-20,Kristianstads FF,IF Sylvia,3,1,SE3S,2013,15,H
2013-07-20,Husqvarna FF,Lunds BK,0,2,SE3S,2013,15,A
2013-07-20,Utsiktens BK,IS Halmia,0,0,SE3S,2013,15,D
2013-07-20,Torslanda IK,FC Trollhättan,1,2,SE3S,2013,15,A
