date,home_team,away_team,home_goals,away_goals,league,season,matchday,result
2022-10-19,GIF Sundsvall,IFK Värnamo,1,2,SE1,2022,27,A
2022-10-19,Varbergs BoIS,IF Elfsborg,0,3,SE1,2022,27,A
2022-10-20,Degerfors IF,IFK Göteborg,3,1,SE1,2022,27,H
2022-10-20,Hammarby IF,IK Sirius,1,1,SE1,2022,27,D
2022-10-20,Kalmar FF,Mjällby AIF,1,2,SE1,2022,27,A
2022-10-20,Malmö FF,Djurgårdens IF,2,3,SE1,2022,27,A
2022-10-23,Helsingborgs IF,Degerfors IF,1,2,SE1,2022,28,A
2022-10-23,IF Elfsborg,Hammarby IF,2,1,SE1,2022,28,H
2022-10-23,BK Häcken,Malmö FF,2,1,SE1,2022,28,H
2022-10-24,Djurgårdens IF,GIF Sundsvall,4,0,SE1,2022,28,H
2022-10-24,IFK Värnamo,IFK Norrköping,1,1,SE1,2022,28,D
2022-10-24,IK Sirius,Kalmar FF,0,0,SE1,2022,28,D
2022-10-24,Mjällby AIF,Varbergs BoIS,4,1,SE1,2022,28,H
2022-10-24,IFK Göteborg,AIK,1,0,SE1,2022,28,H
2022-10-29,Degerfors IF,IFK Värnamo,0,0,SE1,2022,29,D
2022-10-30,IFK Göteborg,BK Häcken,0,4,SE1,2022,29,A
2022-10-30,Mjällby AIF,AIK,1,2,SE1,2022,29,A
2022-10-30,GIF Sundsvall,IK Sirius,2,3,SE1,2022,29,A
2022-10-30,Hammarby IF,Kalmar FF,4,2,SE1,2022,29,H
2022-10-30,Varbergs BoIS,Malmö FF,2,5,SE1,2022,29,A
2022-10-31,IF Elfsborg,Helsingborgs IF,3,0,SE1,2022,29,H
2022-10-31,IFK Norrköping,Djurgårdens IF,0,1,SE1,2022,29,A
2022-11-06,AIK,IF Elfsborg,0,1,SE1,2022,30,A
2022-11-06,BK Häcken,IFK Norrköping,3,3,SE1,2022,30,D
2022-11-06,Djurgårdens IF,Mjällby AIF,0,1,SE1,2022,30,A
2022-11-06,Helsingborgs IF,Hammarby IF,0,2,SE1,2022,30,A
2022-11-06,IFK Värnamo,IFK Göteborg,1,4,SE1,2022,30,A
2022-11-06,IK Sirius,Varbergs BoIS,2,3,SE1,2022,30,A
2022-11-06,Kalmar FF,GIF Sundsvall,4,0,SE1,2022,30,H
2022-11-06,Malmö FF,Degerfors IF,2,2,SE1,2022,30,D
2023-04-01,Malmö FF,Kalmar FF,1,0,SE1,2023,1,H
2023-04-01,Djurgårdens IF,IF Brommapojkarna,3,1,SE1,2023,1,H
2023-04-02,Hammarby IF,Degerfors IF,3,1,SE1,2023,1,H
2023-04-02,IFK Norrköping,IK Sirius,1,1,SE1,2023,1,D
2023-04-02,IFK Göteborg,IFK Värnamo,0,1,SE1,2023,1,A
2023-04-02,Halmstads BK,AIK,2,1,SE1,2023,1,H
2023-04-03,Mjällby AIF,Varbergs BoIS,2,2,SE1,2023,1,D
2023-04-03,IF Elfsborg,BK Häcken,0,2,SE1,2023,1,A
2023-04-08,IF Brommapojkarna,Malmö FF,1,2,SE1,2023,2,A
2023-04-08,Degerfors IF,Halmstads BK,3,1,SE1,2023,2,H
2023-04-09,BK Häcken,Hammarby IF,3,1,SE1,2023,2,H
2023-04-09,IK Sirius,Djurgårdens IF,0,0,SE1,2023,2,D
2023-04-09,Kalmar FF,IFK Göteborg,2,0,SE1,2023,2,H
2023-04-10,AIK,IFK Norrköping,0,3,SE1,2023,2,A
2023-04-10,IFK Värnamo,Mjällby AIF,0,1,SE1,2023,2,A
2023-04-10,Varbergs BoIS,IF Elfsborg,0,0,SE1,2023,2,D
2023-04-15,IF Elfsborg,IF Brommapojkarna,5,0,SE1,2023,3,H
2023-04-15,BK Häcken,Kalmar FF,1,3,SE1,2023,3,A
2023-04-16,AIK,Hammarby IF,2,0,SE1,2023,3,H
2023-04-16,IFK Norrköping,IFK Värnamo,2,1,SE1,2023,3,H
2023-04-16,Halmstads BK,Djurgårdens IF,2,0,SE1,2023,3,H
2023-04-16,Mjällby AIF,Degerfors IF,2,0,SE1,2023,3,H
2023-04-17,Varbergs BoIS,IK Sirius,1,1,SE1,2023,3,D
2023-04-17,IFK Göteborg,Malmö FF,0,1,SE1,2023,3,A
2023-04-22,Hammarby IF,Varbergs BoIS,2,0,SE1,2023,4,H
2023-04-22,Degerfors IF,IF Elfsborg,1,2,SE1,2023,4,A
2023-04-23,Djurgårdens IF,IFK Göteborg,1,0,SE1,2023,4,H
2023-04-23,Kalmar FF,Halmstads BK,2,0,SE1,2023,4,H
2023-04-23,IK Sirius,BK Häcken,1,4,SE1,2023,4,A
2023-04-23,IFK Värnamo,AIK,1,0,SE1,2023,4,H
2023-04-24,IF Brommapojkarna,Mjällby AIF,2,0,SE1,2023,4,H
2023-04-24,Malmö FF,IFK Norrköping,3,0,SE1,2023,4,H
2023-04-29,AIK,IK Sirius,0,0,SE1,2023,5,D
2023-04-29,Mjällby AIF,IF Elfsborg,0,1,SE1,2023,5,A
2023-04-29,BK Häcken,IFK Värnamo,3,1,SE1,2023,5,H
2023-04-29,Halmstads BK,IF Brommapojkarna,0,2,SE1,2023,5,A
2023-04-30,Malmö FF,Hammarby IF,4,2,SE1,2023,5,H
2023-04-30,Varbergs BoIS,Kalmar FF,0,0,SE1,2023,5,D
2023-04-30,Degerfors IF,Djurgårdens IF,2,1,SE1,2023,5,H
2023-05-01,IFK Göteborg,IFK Norrköping,1,1,SE1,2023,5,D
2023-05-03,IF Elfsborg,Halmstads BK,6,1,SE1,2023,6,H
2023-05-03,BK Häcken,Djurgårdens IF,4,1,SE1,2023,6,H
2023-05-03,Kalmar FF,IK Sirius,2,2,SE1,2023,6,D
2023-05-03,Mjällby AIF,AIK,0,0,SE1,2023,6,D
2023-05-04,IFK Göteborg,Degerfors IF,6,0,SE1,2023,6,H
2023-05-04,IFK Norrköping,Hammarby IF,2,0,SE1,2023,6,H
2023-05-04,IFK Värnamo,IF Brommapojkarna,0,1,SE1,2023,6,A
2023-05-04,Varbergs BoIS,Malmö FF,0,6,SE1,2023,6,A
2023-05-07,Malmö FF,AIK,3,1,SE1,2023,7,H
2023-05-07,Halmstads BK,BK Häcken,1,0,SE1,2023,7,H
2023-05-08,IK Sirius,IF Elfsborg,3,4,SE1,2023,7,A
2023-05-08,IF Brommapojkarna,IFK Göteborg,0,0,SE1,2023,7,D
2023-05-08,Degerfors IF,IFK Norrköping,0,2,SE1,2023,7,A
2023-05-08,Djurgårdens IF,Kalmar FF,3,1,SE1,2023,7,H
2023-05-09,Hammarby IF,Mjällby AIF,0,0,SE1,2023,7,D
2023-05-09,IFK Värnamo,Varbergs BoIS,3,1,SE1,2023,7,H
2023-05-13,BK Häcken,Degerfors IF,6,1,SE1,2023,8,H
2023-05-13,Varbergs BoIS,IFK Norrköping,1,3,SE1,2023,8,A
2023-05-14,Hammarby IF,Djurgårdens IF,4,3,SE1,2023,8,H
2023-05-14,IF Elfsborg,IFK Värnamo,2,0,SE1,2023,8,H
2023-05-14,Mjällby AIF,IK Sirius,3,0,SE1,2023,8,H
2023-05-14,Halmstads BK,Malmö FF,0,1,SE1,2023,8,A
2023-05-14,Kalmar FF,IF Brommapojkarna,1,3,SE1,2023,8,A
2023-05-15,AIK,IFK Göteborg,2,2,SE1,2023,8,D
2023-05-20,Degerfors IF,AIK,2,1,SE1,2023,9,H
2023-05-21,Djurgårdens IF,Mjällby AIF,2,0,SE1,2023,9,H
2023-05-21,Malmö FF,BK Häcken,2,2,SE1,2023,9,D
2023-05-21,IF Brommapojkarna,Varbergs BoIS,2,1,SE1,2023,9,H
2023-05-21,IFK Göteborg,Hammarby IF,1,1,SE1,2023,9,D
2023-05-21,IK Sirius,Halmstads BK,1,2,SE1,2023,9,A
2023-05-22,IFK Värnamo,Kalmar FF,0,1,SE1,2023,9,A
2023-05-22,IFK Norrköping,IF Elfsborg,1,2,SE1,2023,9,A
2023-05-24,Djurgårdens IF,BK Häcken,1,0,SE1,2023,18,H
2023-05-25,Degerfors IF,Hammarby IF,2,2,SE1,2023,18,D
2023-05-27,Mjällby AIF,Halmstads BK,0,2,SE1,2023,10,A
2023-05-27,IF Brommapojkarna,IK Sirius,1,2,SE1,2023,10,A
2023-05-28,Djurgårdens IF,AIK,1,0,SE1,2023,10,H
2023-05-28,Kalmar FF,IFK Norrköping,2,1,SE1,2023,10,H
2023-05-28,IF Elfsborg,Malmö FF,3,0,SE1,2023,10,H
2023-05-29,Hammarby IF,IFK Värnamo,0,2,SE1,2023,10,A
2023-05-29,Degerfors IF,Varbergs BoIS,1,1,SE1,2023,10,D
2023-05-29,BK Häcken,IFK Göteborg,4,1,SE1,2023,10,H
2023-06-03,IFK Göteborg,Mjällby AIF,0,1,SE1,2023,11,A
2023-06-03,IFK Norrköping,IF Brommapojkarna,0,2,SE1,2023,11,A
2023-06-04,AIK,Kalmar FF,1,1,SE1,2023,11,D
2023-06-04,Halmstads BK,Hammarby IF,0,0,SE1,2023,11,D
2023-06-04,IF Elfsborg,Djurgårdens IF,1,1,SE1,2023,11,D
2023-06-04,IK Sirius,IFK Värnamo,2,0,SE1,2023,11,H
2023-06-05,Varbergs BoIS,BK Häcken,0,2,SE1,2023,11,A
2023-06-05,Malmö FF,Degerfors IF,5,0,SE1,2023,11,H
2023-06-09,Hammarby IF,IF Brommapojkarna,2,1,SE1,2023,12,H
2023-06-10,Kalmar FF,Degerfors IF,2,1,SE1,2023,12,H
2023-06-10,IFK Värnamo,Malmö FF,1,3,SE1,2023,12,A
2023-06-10,Varbergs BoIS,Halmstads BK,1,2,SE1,2023,12,A
2023-06-11,AIK,IF Elfsborg,1,2,SE1,2023,12,A
2023-06-11,IK Sirius,IFK Göteborg,2,0,SE1,2023,12,H
2023-06-11,Djurgårdens IF,IFK Norrköping,2,2,SE1,2023,12,D
2023-06-11,BK Häcken,Mjällby AIF,3,0,SE1,2023,12,H
2023-07-01,IF Brommapojkarna,AIK,0,2,SE1,2023,13,A
2023-07-01,Degerfors IF,IFK Värnamo,0,2,SE1,2023,13,A
2023-07-01,Malmö FF,IK Sirius,3,0,SE1,2023,13,H
2023-07-02,IFK Norrköping,BK Häcken,2,2,SE1,2023,13,D
2023-07-02,Halmstads BK,IFK Göteborg,0,0,SE1,2023,13,D
2023-07-02,Djurgårdens IF,Varbergs BoIS,2,0,SE1,2023,13,H
2023-07-03,IF Elfsborg,Hammarby IF,2,0,SE1,2023,13,H
2023-07-03,Mjällby AIF,Kalmar FF,1,1,SE1,2023,13,D
2023-07-08,AIK,BK Häcken,1,2,SE1,2023,14,A
2023-07-08,IFK Värnamo,Djurgårdens IF,1,2,SE1,2023,14,A
2023-07-08,IF Brommapojkarna,Degerfors IF,1,2,SE1,2023,14,A
2023-07-09,Malmö FF,Mjällby AIF,1,2,SE1,2023,14,A
2023-07-09,IK Sirius,Hammarby IF,1,2,SE1,2023,14,A
2023-07-09,Kalmar FF,IF Elfsborg,0,4,SE1,2023,14,A
2023-07-10,IFK Göteborg,Varbergs BoIS,1,2,SE1,2023,14,A
2023-07-10,IFK Norrköping,Halmstads BK,1,2,SE1,2023,14,A
2023-07-15,Halmstads BK,IFK Värnamo,2,2,SE1,2023,15,D
2023-07-15,BK Häcken,IF Brommapojkarna,4,2,SE1,2023,15,H
2023-07-15,Degerfors IF,IK Sirius,0,3,SE1,2023,15,A
2023-07-16,Hammarby IF,Kalmar FF,3,1,SE1,2023,15,H
2023-07-16,IF Elfsborg,IFK Göteborg,1,1,SE1,2023,15,D
2023-07-16,Mjällby AIF,IFK Norrköping,1,2,SE1,2023,15,A
2023-07-17,Djurgårdens IF,Malmö FF,2,0,SE1,2023,15,H
2023-07-17,Varbergs BoIS,AIK,1,2,SE1,2023,15,A
2023-07-21,IF Brommapojkarna,Hammarby IF,1,0,SE1,2023,16,H
2023-07-22,Djurgårdens IF,IF Elfsborg,0,4,SE1,2023,16,A
2023-07-22,IFK Värnamo,BK Häcken,1,0,SE1,2023,16,H
2023-07-23,AIK,Malmö FF,0,0,SE1,2023,16,D
2023-07-23,IFK Norrköping,Degerfors IF,1,0,SE1,2023,16,H
2023-07-23,IFK Göteborg,Halmstads BK,0,0,SE1,2023,16,D
2023-07-23,Kalmar FF,Varbergs BoIS,1,0,SE1,2023,16,H
2023-07-24,IK Sirius,Mjällby AIF,2,3,SE1,2023,16,A
2023-07-29,BK Häcken,IF Elfsborg,3,1,SE1,2023,17,H
2023-07-29,Degerfors IF,IF Brommapojkarna,2,0,SE1,2023,17,H
2023-07-29,Halmstads BK,Varbergs BoIS,0,5,SE1,2023,17,A
2023-07-30,Hammarby IF,IFK Norrköping,2,1,SE1,2023,17,H
2023-07-30,Mjällby AIF,Djurgårdens IF,0,1,SE1,2023,17,A
2023-07-30,IFK Göteborg,Kalmar FF,2,0,SE1,2023,17,H
2023-07-31,Malmö FF,IFK Värnamo,3,1,SE1,2023,17,H
2023-07-31,IK Sirius,AIK,0,1,SE1,2023,17,A
2023-08-05,IF Brommapojkarna,IFK Värnamo,0,2,SE1,2023,18,A
2023-08-06,IF Elfsborg,IK Sirius,1,0,SE1,2023,18,H
2023-08-06,Kalmar FF,AIK,1,1,SE1,2023,18,D
2023-08-07,Malmö FF,Halmstads BK,3,0,SE1,2023,18,H
2023-08-07,IFK Norrköping,IFK Göteborg,3,0,SE1,2023,18,H
2023-08-07,Varbergs BoIS,Mjällby AIF,0,3,SE1,2023,18,A
2023-08-12,AIK,IF Brommapojkarna,2,2,SE1,2023,19,D
2023-08-13,IFK Göteborg,Djurgårdens IF,2,1,SE1,2023,19,H
2023-08-13,IK Sirius,Kalmar FF,3,0,SE1,2023,19,H
2023-08-13,Hammarby IF,IF Elfsborg,1,0,SE1,2023,19,H
2023-08-13,BK Häcken,Varbergs BoIS,2,0,SE1,2023,19,H
2023-08-13,Halmstads BK,IFK Norrköping,1,3,SE1,2023,19,A
2023-08-14,Mjällby AIF,Malmö FF,1,0,SE1,2023,19,H
2023-08-14,IFK Värnamo,Degerfors IF,0,1,SE1,2023,19,A
2023-08-19,IF Brommapojkarna,Halmstads BK,3,1,SE1,2023,20,H
2023-08-19,Degerfors IF,IFK Göteborg,1,2,SE1,2023,20,A
2023-08-19,Varbergs BoIS,IFK Värnamo,0,3,SE1,2023,20,A
2023-08-20,Malmö FF,Djurgårdens IF,0,0,SE1,2023,20,D
2023-08-20,BK Häcken,IK Sirius,3,2,SE1,2023,20,H
2023-08-20,IF Elfsborg,Mjällby AIF,2,0,SE1,2023,20,H
2023-08-20,Kalmar FF,Hammarby IF,0,0,SE1,2023,20,D
2023-08-21,IFK Norrköping,AIK,3,1,SE1,2023,20,H
2023-08-27,Mjällby AIF,Hammarby IF,0,3,SE1,2023,21,A
2023-08-27,IFK Värnamo,Halmstads BK,0,0,SE1,2023,21,D
2023-08-27,IF Brommapojkarna,Kalmar FF,2,3,SE1,2023,21,A
2023-08-27,Djurgårdens IF,Degerfors IF,4,1,SE1,2023,21,H
2023-08-27,IFK Göteborg,BK Häcken,4,2,SE1,2023,21,H
2023-08-28,AIK,Varbergs BoIS,3,0,SE1,2023,21,H
2023-08-28,IF Elfsborg,IFK Norrköping,3,2,SE1,2023,21,H
2023-08-28,IK Sirius,Malmö FF,1,3,SE1,2023,21,A
2023-09-02,Halmstads BK,IK Sirius,2,1,SE1,2023,22,H
2023-09-02,IFK Värnamo,IF Elfsborg,1,0,SE1,2023,22,H
2023-09-03,Hammarby IF,AIK,4,2,SE1,2023,22,H
2023-09-03,Kalmar FF,Mjällby AIF,0,2,SE1,2023,22,A
2023-09-03,Degerfors IF,BK Häcken,1,0,SE1,2023,22,H
2023-09-03,Malmö FF,IFK Göteborg,2,2,SE1,2023,22,D
2023-09-03,IFK Norrköping,Djurgårdens IF,0,2,SE1,2023,22,A
2023-09-03,Varbergs BoIS,IF Brommapojkarna,4,3,SE1,2023,22,H
2023-09-16,IFK Göteborg,IF Brommapojkarna,1,0,SE1,2023,23,H
2023-09-16,IK Sirius,Varbergs BoIS,7,0,SE1,2023,23,H
2023-09-16,Djurgårdens IF,IFK Värnamo,1,2,SE1,2023,23,A
2023-09-17,Hammarby IF,Malmö FF,1,3,SE1,2023,23,A
2023-09-17,IF Elfsborg,Kalmar FF,0,3,SE1,2023,23,A
2023-09-17,BK Häcken,Halmstads BK,3,2,SE1,2023,23,H
2023-09-18,IFK Norrköping,Mjällby AIF,0,2,SE1,2023,23,A
2023-09-18,AIK,Degerfors IF,2,0,SE1,2023,23,H
2023-09-23,Degerfors IF,Malmö FF,1,2,SE1,2023,24,A
2023-09-23,IF Brommapojkarna,IFK Norrköping,2,2,SE1,2023,24,D
2023-09-24,AIK,Djurgårdens IF,2,0,SE1,2023,24,H
2023-09-24,Mjällby AIF,IFK Göteborg,0,1,SE1,2023,24,A
2023-09-24,Kalmar FF,BK Häcken,1,0,SE1,2023,24,H
2023-09-24,Varbergs BoIS,Hammarby IF,0,1,SE1,2023,24,A
2023-09-25,Halmstads BK,IF Elfsborg,0,1,SE1,2023,24,A
2023-09-25,IFK Värnamo,IK Sirius,0,1,SE1,2023,24,A
2023-09-30,Djurgårdens IF,Halmstads BK,1,0,SE1,2023,25,H
2023-09-30,IFK Norrköping,Kalmar FF,1,0,SE1,2023,25,H
2023-10-01,BK Häcken,AIK,2,0,SE1,2023,25,H
2023-10-01,IK Sirius,Degerfors IF,3,2,SE1,2023,25,H
2023-10-01,Hammarby IF,IFK Göteborg,1,1,SE1,2023,25,D
2023-10-01,Mjällby AIF,IFK Värnamo,2,3,SE1,2023,25,A
2023-10-02,IF Elfsborg,Varbergs BoIS,2,1,SE1,2023,25,H
2023-10-02,Malmö FF,IF Brommapojkarna,2,1,SE1,2023,25,H
2023-10-07,AIK,Mjällby AIF,1,0,SE1,2023,26,H
2023-10-07,Halmstads BK,Degerfors IF,0,0,SE1,2023,26,D
2023-10-07,IFK Göteborg,IK Sirius,0,1,SE1,2023,26,A
2023-10-08,Kalmar FF,Malmö FF,1,0,SE1,2023,26,H
2023-10-08,IFK Värnamo,IFK Norrköping,2,1,SE1,2023,26,H
2023-10-08,IF Brommapojkarna,IF Elfsborg,0,3,SE1,2023,26,A
2023-10-08,Hammarby IF,BK Häcken,2,2,SE1,2023,26,D
2023-10-08,Varbergs BoIS,Djurgårdens IF,0,1,SE1,2023,26,A
2023-10-21,Degerfors IF,Kalmar FF,1,3,SE1,2023,27,A
2023-10-21,IK Sirius,IF Brommapojkarna,3,2,SE1,2023,27,H
2023-10-22,Djurgårdens IF,Hammarby IF,0,0,SE1,2023,27,D
2023-10-22,Halmstads BK,Mjällby AIF,1,1,SE1,2023,27,D
2023-10-22,Malmö FF,Varbergs BoIS,5,0,SE1,2023,27,H
2023-10-22,BK Häcken,IFK Norrköping,4,1,SE1,2023,27,H
2023-10-23,IFK Värnamo,IFK Göteborg,3,1,SE1,2023,27,H
2023-10-23,IF Elfsborg,AIK,3,0,SE1,2023,27,H
2023-10-28,IF Brommapojkarna,Djurgårdens IF,1,2,SE1,2023,28,A
2023-10-28,Varbergs BoIS,Degerfors IF,1,1,SE1,2023,28,D
2023-10-29,IFK Norrköping,Malmö FF,0,1,SE1,2023,28,A
2023-10-29,Kalmar FF,IFK Värnamo,1,3,SE1,2023,28,A
2023-10-29,Mjällby AIF,BK Häcken,2,1,SE1,2023,28,H
2023-10-29,AIK,Halmstads BK,1,1,SE1,2023,28,D
2023-10-30,Hammarby IF,IK Sirius,2,2,SE1,2023,28,D
2023-10-30,IFK Göteborg,IF Elfsborg,1,2,SE1,2023,28,A
2023-11-04,IFK Värnamo,Hammarby IF,0,0,SE1,2023,29,D
2023-11-04,Djurgårdens IF,IK Sirius,2,4,SE1,2023,29,A
2023-11-05,BK Häcken,Malmö FF,4,2,SE1,2023,29,H
2023-11-05,Halmstads BK,Kalmar FF,3,0,SE1,2023,29,H
2023-11-05,IF Elfsborg,Degerfors IF,2,2,SE1,2023,29,D
2023-11-05,Mjällby AIF,IF Brommapojkarna,1,2,SE1,2023,29,A
2023-11-06,IFK Norrköping,Varbergs BoIS,4,3,SE1,2023,29,H
2023-11-06,IFK Göteborg,AIK,1,1,SE1,2023,29,D
2023-11-12,AIK,IFK Värnamo,3,1,SE1,2023,30,H
2023-11-12,Hammarby IF,Halmstads BK,2,2,SE1,2023,30,D
2023-11-12,Malmö FF,IF Elfsborg,1,0,SE1,2023,30,H
2023-11-12,IK Sirius,IFK Norrköping,2,0,SE1,2023,30,H
2023-11-12,Kalmar FF,Djurgårdens IF,2,1,SE1,2023,30,H
2023-11-12,IF Brommapojkarna,BK Häcken,2,1,SE1,2023,30,H
2023-11-12,Degerfors IF,Mjällby AIF,1,2,SE1,2023,30,A
2023-11-12,Varbergs BoIS,IFK Göteborg,1,2,SE1,2023,30,A
2024-03-30,IFK Norrköping,Malmö FF,1,5,SE1,2024,1,A
2024-03-31,Hammarby IF,Kalmar FF,3,1,SE1,2024,1,H
2024-03-31,GAIS,IF Brommapojkarna,0,4,SE1,2024,1,A
2024-03-31,BK Häcken,Mjällby AIF,0,1,SE1,2024,1,A
2024-04-01,IFK Göteborg,Djurgårdens IF,1,4,SE1,2024,1,A
2024-04-01,IK Sirius,Halmstads BK,3,0,SE1,2024,1,H
2024-04-01,AIK,Västerås SK,1,0,SE1,2024,1,H
2024-04-01,IF Elfsborg,IFK Värnamo,2,2,SE1,2024,1,D
2024-04-06,IF Brommapojkarna,AIK,2,2,SE1,2024,2,D
2024-04-06,Mjällby AIF,IFK Norrköping,3,0,SE1,2024,2,H
2024-04-07,Malmö FF,Hammarby IF,2,0,SE1,2024,2,H
2024-04-07,Halmstads BK,IFK Göteborg,1,0,SE1,2024,2,H
2024-04-07,Västerås SK,IF Elfsborg,0,1,SE1,2024,2,A
2024-04-08,Kalmar FF,IK Sirius,1,2,SE1,2024,2,A
2024-04-08,IFK Värnamo,GAIS,1,2,SE1,2024,2,A
2024-04-08,Djurgårdens IF,BK Häcken,3,3,SE1,2024,2,D
2024-04-13,Mjällby AIF,AIK,1,1,SE1,2024,3,D
2024-04-13,Västerås SK,Halmstads BK,0,1,SE1,2024,3,A
2024-04-14,IFK Norrköping,GAIS,1,0,SE1,2024,3,H
2024-04-14,Kalmar FF,IFK Göteborg,0,1,SE1,2024,3,A
2024-04-14,Djurgårdens IF,IK Sirius,2,0,SE1,2024,3,H
2024-04-15,BK Häcken,IF Brommapojkarna,4,3,SE1,2024,3,H
2024-04-15,IFK Värnamo,Malmö FF,0,4,SE1,2024,3,A
2024-04-15,Hammarby IF,IF Elfsborg,3,0,SE1,2024,3,H
2024-04-20,IFK Göteborg,IFK Norrköping,1,1,SE1,2024,4,D
2024-04-20,IK Sirius,IFK Värnamo,0,1,SE1,2024,4,A
2024-04-20,Malmö FF,Västerås SK,1,0,SE1,2024,4,H
2024-04-21,AIK,Djurgårdens IF,2,0,SE1,2024,4,H
2024-04-21,GAIS,Mjällby AIF,2,1,SE1,2024,4,H
2024-04-21,BK Häcken,Hammarby IF,2,1,SE1,2024,4,H
2024-04-21,Halmstads BK,IF Brommapojkarna,0,2,SE1,2024,4,A
2024-04-22,IF Elfsborg,Kalmar FF,1,2,SE1,2024,4,A
2024-04-24,AIK,IFK Värnamo,2,0,SE1,2024,5,H
2024-04-24,IFK Göteborg,BK Häcken,0,1,SE1,2024,5,A
2024-04-24,IF Brommapojkarna,IK Sirius,1,1,SE1,2024,5,D
2024-04-25,Djurgårdens IF,Malmö FF,0,1,SE1,2024,5,A
2024-04-25,IFK Norrköping,IF Elfsborg,4,2,SE1,2024,5,H
2024-04-25,Halmstads BK,Hammarby IF,2,1,SE1,2024,5,H
2024-04-25,Kalmar FF,GAIS,2,3,SE1,2024,5,A
2024-04-25,Västerås SK,Mjällby AIF,2,1,SE1,2024,5,H
2024-04-28,Malmö FF,AIK,5,0,SE1,2024,6,H
2024-04-28,IFK Värnamo,Halmstads BK,1,3,SE1,2024,6,A
2024-04-28,Djurgårdens IF,GAIS,1,0,SE1,2024,6,H
2024-04-28,BK Häcken,IFK Norrköping,1,2,SE1,2024,6,A
2024-04-29,IF Elfsborg,IK Sirius,2,0,SE1,2024,6,H
2024-04-29,Mjällby AIF,Kalmar FF,3,2,SE1,2024,6,H
2024-04-29,IF Brommapojkarna,IFK Göteborg,0,3,SE1,2024,6,A
2024-04-29,Hammarby IF,Västerås SK,2,1,SE1,2024,6,H
2024-05-04,Kalmar FF,Halmstads BK,5,2,SE1,2024,7,H
2024-05-04,Mjällby AIF,IF Brommapojkarna,1,1,SE1,2024,7,D
2024-05-04,IK Sirius,BK Häcken,0,3,SE1,2024,7,A
2024-05-05,IF Elfsborg,Malmö FF,3,1,SE1,2024,7,H
2024-05-05,Västerås SK,Djurgårdens IF,0,2,SE1,2024,7,A
2024-05-05,AIK,IFK Norrköping,6,2,SE1,2024,7,H
2024-05-05,Hammarby IF,IFK Värnamo,1,2,SE1,2024,7,A
2024-05-06,GAIS,IFK Göteborg,2,1,SE1,2024,7,H
2024-05-11,AIK,IK Sirius,1,3,SE1,2024,8,A
2024-05-11,Halmstads BK,Mjällby AIF,1,3,SE1,2024,8,A
2024-05-11,GAIS,Västerås SK,2,0,SE1,2024,8,H
2024-05-12,IFK Norrköping,Hammarby IF,1,2,SE1,2024,8,A
2024-05-12,BK Häcken,Kalmar FF,3,1,SE1,2024,8,H
2024-05-12,Djurgårdens IF,IF Elfsborg,2,0,SE1,2024,8,H
2024-05-12,IFK Värnamo,IF Brommapojkarna,1,1,SE1,2024,8,D
2024-05-13,IFK Göteborg,Malmö FF,0,3,SE1,2024,8,A
2024-05-15,IF Elfsborg,AIK,6,1,SE1,2024,9,H
2024-05-15,Halmstads BK,BK Häcken,3,0,SE1,2024,9,H
2024-05-15,Mjällby AIF,Hammarby IF,3,0,SE1,2024,9,H
2024-05-15,Västerås SK,IFK Värnamo,0,2,SE1,2024,9,A
2024-05-16,Malmö FF,GAIS,1,0,SE1,2024,9,H
2024-05-16,IK Sirius,IFK Göteborg,2,2,SE1,2024,9,D
2024-05-16,Kalmar FF,IFK Norrköping,1,1,SE1,2024,9,D
2024-05-16,IF Brommapojkarna,Djurgårdens IF,0,5,SE1,2024,9,A
2024-05-19,Hammarby IF,AIK,2,1,SE1,2024,10,H
2024-05-19,IF Brommapojkarna,IFK Norrköping,2,1,SE1,2024,10,H
2024-05-19,GAIS,IF Elfsborg,2,1,SE1,2024,10,H
2024-05-19,IFK Värnamo,Kalmar FF,0,2,SE1,2024,10,A
2024-05-20,Djurgårdens IF,Halmstads BK,2,0,SE1,2024,10,H
2024-05-20,IK Sirius,Västerås SK,0,0,SE1,2024,10,D
2024-05-20,BK Häcken,Malmö FF,2,2,SE1,2024,10,D
2024-05-21,IFK Göteborg,Mjällby AIF,1,0,SE1,2024,10,H
2024-05-24,Malmö FF,Kalmar FF,5,0,SE1,2024,11,H
2024-05-24,IF Elfsborg,Halmstads BK,2,0,SE1,2024,11,H
2024-05-25,GAIS,BK Häcken,3,0,SE1,2024,11,H
2024-05-25,Mjällby AIF,Djurgårdens IF,1,3,SE1,2024,11,A
2024-05-26,Hammarby IF,IK Sirius,3,0,SE1,2024,11,H
2024-05-26,Västerås SK,IF Brommapojkarna,1,1,SE1,2024,11,D
2024-05-27,IFK Norrköping,IFK Värnamo,0,4,SE1,2024,11,A
2024-05-27,AIK,IFK Göteborg,5,2,SE1,2024,11,H
2024-05-28,Malmö FF,IF Elfsborg,2,1,SE1,2024,17,H
2024-05-29,Mjällby AIF,BK Häcken,2,1,SE1,2024,17,H
2024-06-01,IFK Göteborg,IF Elfsborg,1,0,SE1,2024,12,H
2024-06-01,IF Brommapojkarna,Malmö FF,2,2,SE1,2024,12,D
2024-06-01,Halmstads BK,GAIS,4,0,SE1,2024,12,H
